matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
1216508,Shubman Gill,14.0,22.0,11.0,,2.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,Batsmen,14.0,,2.0,0,16.0,,0,,0,,16.0
1216510,AB de Villiers,60.0,40.0,18.0,2.0,8.0,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,,,,Batsmen,60.0,4.0,8.0,8,80.0,,0,,0,,80.0
1216510,AJ Finch,50.0,46.0,22.0,,6.0,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,,,,Batsmen,50.0,,6.0,8,64.0,,0,,0,,64.0
1216510,DW Steyn,2.0,4.0,2.0,,,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,50.0,24.0,114.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,28.5,Bowler,2.0,,,0,2.0,,-6,0.0,0,-6.0,-4.0
1216510,Devdutt Padikkal,2.0,4.0,2.0,,,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1216510,GJ Maxwell,10.0,12.0,6.0,,,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,2.0,24.0,12.0,20.0,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,10.0,AllRounder,10.0,,,0,10.0,50.0,-4,0.0,0,46.0,56.0
1216510,Josh Philippe,0.0,6.0,3.0,,,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1216510,KK Nair,30.0,16.0,8.0,,4.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,,,,Batsmen,30.0,,4.0,0,34.0,,0,,0,,34.0
1216510,KL Rahul,276.0,140.0,69.0,14.0,30.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,,,,Batsmen,276.0,28.0,30.0,24,358.0,,0,,0,,358.0
1216510,MA Agarwal,56.0,44.0,20.0,,8.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,,,,Batsmen,56.0,,8.0,8,72.0,,0,,0,,72.0
1216510,N Pooran,36.0,38.0,19.0,,2.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,,,,Batsmen,36.0,,2.0,0,38.0,,0,,0,,38.0
1216510,NA Saini,12.0,14.0,7.0,,2.0,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,52.0,24.0,82.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,20.5,Bowler,12.0,,2.0,0,14.0,,-6,0.0,0,-6.0,8.0
1216510,S Dube,24.0,24.0,12.0,2.0,,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,4.0,36.0,18.0,66.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,22.0,AllRounder,24.0,4.0,,0,28.0,100.0,-6,0.0,8,102.0,130.0
1216510,UT Yadav,0.0,4.0,2.0,,,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,40.0,19.0,70.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,22.105263157894736,Bowler,0.0,,,-2,-2.0,,-6,0.0,0,-6.0,-8.0
1216510,V Kohli,2.0,10.0,5.0,,,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1216510,Washington Sundar,62.0,56.0,27.0,2.0,4.0,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,24.0,12.0,26.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,13.0,AllRounder,62.0,4.0,4.0,8,78.0,,-6,0.0,0,-6.0,72.0
1216510,YS Chahal,4.0,8.0,4.0,,,0.0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,2.0,48.0,24.0,50.0,0.0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,12.5,Bowler,4.0,,,0,4.0,50.0,-6,0.0,0,44.0,48.0
1216511,AS Rajpoot,2.0,5.0,5.0,,,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,,20.0,18.0,42.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,14.0,Bowler,2.0,,,0,2.0,,-6,0.0,0,-6.0,-4.0
1216511,HH Pandya,33.0,20.0,20.0,1.0,2.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,,,,,,,,,,Batsmen,33.0,2.0,2.0,0,37.0,,0,,0,,37.0
1216511,Ishan Kishan,0.0,1.0,1.0,,,3.0,1st innings,Mumbai Indians,Rajasthan Royals,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1216511,JC Archer,24.0,11.0,11.0,1.0,3.0,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,1.0,25.0,25.0,34.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,8.16,AllRounder,24.0,2.0,3.0,0,29.0,25.0,0,0.0,0,25.0,54.0
1216511,JC Buttler,70.0,44.0,44.0,5.0,4.0,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,Batsmen,70.0,10.0,4.0,8,92.0,,0,,0,,92.0
1216511,KH Pandya,13.0,17.0,17.0,1.0,,0.0,1st innings,Mumbai Indians,Rajasthan Royals,,12.0,12.0,22.0,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,11.0,AllRounder,13.0,2.0,,0,15.0,,-6,0.0,0,-6.0,9.0
1216511,MK Lomror,12.0,13.0,13.0,,1.0,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,AllRounder,12.0,,1.0,0,13.0,,0,,0,,13.0
1216511,Q de Kock,24.0,16.0,15.0,1.0,3.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,,,,,,,,,,Batsmen,24.0,2.0,3.0,0,29.0,,0,,0,,29.0
1216511,R Tewatia,5.0,6.0,6.0,,1.0,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,,12.0,12.0,13.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,6.5,AllRounder,5.0,,1.0,0,6.0,,0,0.0,0,0.0,6.0
1216511,RG Sharma,37.0,24.0,24.0,3.0,2.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,,,,,,,,,,Batsmen,37.0,6.0,2.0,0,45.0,,0,,0,,45.0
1216511,S Gopal,1.0,2.0,2.0,,,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,2.0,24.0,24.0,29.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,7.25,Bowler,1.0,,,0,1.0,50.0,0,0.0,0,50.0,51.0
1216511,SA Yadav,82.0,49.0,48.0,2.0,11.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,,,,,,,,,,Batsmen,82.0,4.0,11.0,8,105.0,,0,,0,,105.0
1216511,SPD Smith,6.0,7.0,7.0,,1.0,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,Batsmen,6.0,,1.0,0,7.0,,0,,0,,7.0
1216511,SV Samson,0.0,3.0,3.0,,,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1216511,TK Curran,16.0,17.0,16.0,,1.0,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,,19.0,18.0,34.0,0.0,1st innings,Mumbai Indians,Rajasthan Royals,11.333333333333334,AllRounder,16.0,,1.0,0,17.0,,-6,0.0,0,-6.0,11.0
1216511,Yashasvi Jaiswal,0.0,2.0,2.0,,,0.0,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1216513,F du Plessis,89.0,55.0,55.0,1.0,11.0,0.0,2nd innings,Chennai Super Kings,Kings XI Punjab,,,,,,,,,,Batsmen,89.0,2.0,11.0,8,110.0,,0,,0,,110.0
1216513,GJ Maxwell,11.0,7.0,7.0,,1.0,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,,,,,,,,,,AllRounder,11.0,,1.0,0,12.0,,0,,0,,12.0
1216513,KL Rahul,63.0,52.0,52.0,1.0,7.0,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,,,,,,,,,,Batsmen,63.0,2.0,7.0,8,80.0,,0,,0,,80.0
1216513,MA Agarwal,29.0,21.0,20.0,,3.0,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,,,,,,,,,,Batsmen,29.0,,3.0,0,32.0,,0,,0,,32.0
1216513,Mandeep Singh,27.0,16.0,16.0,2.0,,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,,,,,,,,,,Batsmen,27.0,4.0,,0,31.0,,0,,0,,31.0
1216513,N Pooran,33.0,17.0,17.0,3.0,1.0,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,,,,,,,,,,Batsmen,33.0,6.0,1.0,0,40.0,,0,,0,,40.0
1216513,SN Khan,15.0,10.0,9.0,,2.0,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,,,,,,,,,,Batsmen,15.0,,2.0,0,17.0,,0,,0,,17.0
1216513,SR Watson,92.0,58.0,53.0,3.0,11.0,0.0,2nd innings,Chennai Super Kings,Kings XI Punjab,,,,,,,,,,Batsmen,92.0,6.0,11.0,8,117.0,,0,,0,,117.0
1216514,JC Buttler,22.0,12.0,12.0,1.0,3.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,22.0,2.0,3.0,0,27.0,,0,,0,,27.0
1216514,RV Uthappa,0.0,5.0,5.0,,,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1216514,SPD Smith,5.0,5.0,5.0,,1.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,5.0,,1.0,0,6.0,,0,,0,,6.0
1216514,SV Samson,4.0,3.0,3.0,,1.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,4.0,,1.0,0,5.0,,0,,0,,5.0
1216515,AD Russell,14.0,8.0,8.0,1.0,1.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,2.0,24.0,24.0,29.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,7.25,AllRounder,14.0,2.0,1.0,0,17.0,50.0,0,0.0,0,50.0,67.0
1216515,EJG Morgan,46.0,19.0,19.0,5.0,1.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,,,,,,,,,Batsmen,46.0,10.0,1.0,0,57.0,,0,,0,,57.0
1216515,KD Karthik,6.0,8.0,8.0,,,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,,,,,,,,,Batsmen,6.0,,,0,6.0,,0,,0,,6.0
1216515,Kamlesh Nagarkoti,3.0,3.0,3.0,,,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,1.0,20.0,18.0,35.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,11.666666666666666,Bowler,3.0,,,0,3.0,25.0,-6,0.0,0,19.0,22.0
1216515,MP Stoinis,1.0,3.0,3.0,,,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,1.0,25.0,25.0,47.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,11.28,AllRounder,1.0,,,0,1.0,25.0,-6,0.0,0,19.0,20.0
1216515,N Rana,61.0,37.0,37.0,4.0,4.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,,,,,,,,,Batsmen,61.0,8.0,4.0,8,81.0,,0,,0,,81.0
1216515,PJ Cummins,5.0,4.0,4.0,,1.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,24.0,24.0,49.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,12.25,AllRounder,5.0,,1.0,0,6.0,,-6,0.0,0,-6.0,0.0
1216515,PP Shaw,66.0,41.0,41.0,4.0,4.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,,,,,,,,,,Batsmen,66.0,8.0,4.0,8,86.0,,0,,0,,86.0
1216515,RA Tripathi,37.0,17.0,17.0,3.0,3.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,,,,,,,,,Batsmen,37.0,6.0,3.0,0,46.0,,0,,0,,46.0
1216515,RR Pant,40.0,19.0,18.0,1.0,5.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,,,,,,,,,,Batsmen,40.0,2.0,5.0,0,47.0,,0,,0,,47.0
1216515,S Dhawan,26.0,16.0,16.0,2.0,2.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,,,,,,,,,,Batsmen,26.0,4.0,2.0,0,32.0,,0,,0,,32.0
1216515,SO Hetmyer,7.0,5.0,5.0,1.0,,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,,,,,,,,,,Batsmen,7.0,2.0,,0,9.0,,0,,0,,9.0
1216515,SP Narine,7.0,5.0,5.0,,1.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,12.0,12.0,26.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,13.0,Bowler,7.0,,1.0,0,8.0,,-6,0.0,0,-6.0,2.0
1216515,SS Iyer,88.0,38.0,38.0,6.0,7.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,,,,,,,,,,Batsmen,88.0,12.0,7.0,8,115.0,,0,,0,,115.0
1216515,Shivam Mavi,2.0,3.0,3.0,,,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,18.0,18.0,40.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,13.333333333333334,Bowler,2.0,,,0,2.0,,-6,0.0,0,-6.0,-4.0
1216515,Shubman Gill,29.0,23.0,23.0,1.0,2.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,,,,,,,,,Batsmen,29.0,2.0,2.0,0,33.0,,0,,0,,33.0
1216516,A Samad,8.0,6.0,6.0,,,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,1.0,25.0,25.0,41.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,9.84,Batsmen,8.0,,,0,8.0,25.0,-2,0.0,0,23.0,31.0
1216516,AT Rayudu,8.0,9.0,9.0,,1.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,8.0,,1.0,0,9.0,,0,,0,,9.0
1216516,Abhishek Sharma,33.0,26.0,26.0,1.0,4.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,6.0,6.0,4.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,4.0,AllRounder,33.0,2.0,4.0,0,39.0,,6,0.0,0,6.0,45.0
1216516,DA Warner,29.0,30.0,29.0,,3.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,Batsmen,29.0,,3.0,0,32.0,,0,,0,,32.0
1216516,F du Plessis,26.0,21.0,20.0,,4.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,26.0,,4.0,0,30.0,,0,,0,,30.0
1216516,JM Bairstow,0.0,3.0,3.0,,,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1216516,KM Jadhav,3.0,10.0,10.0,,,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,3.0,,,0,3.0,,0,,0,,3.0
1216516,KS Williamson,9.0,13.0,13.0,,1.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,Batsmen,9.0,,1.0,0,10.0,,0,,0,,10.0
1216516,MK Pandey,31.0,23.0,21.0,,5.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,Batsmen,31.0,,5.0,0,36.0,,0,,0,,36.0
1216516,MS Dhoni,52.0,37.0,37.0,1.0,4.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,52.0,2.0,4.0,8,66.0,,0,,0,,66.0
1216516,P Garg,54.0,27.0,26.0,1.0,5.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,Batsmen,54.0,2.0,5.0,8,69.0,,0,,0,,69.0
1216516,RA Jadeja,52.0,36.0,35.0,2.0,5.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,12.0,12.0,16.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,8.0,AllRounder,52.0,4.0,5.0,8,69.0,,0,0.0,0,0.0,69.0
1216516,SM Curran,15.0,5.0,5.0,2.0,,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,20.0,18.0,37.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,12.333333333333334,Bowler,15.0,4.0,,0,19.0,,-6,0.0,0,-6.0,13.0
1216516,SR Watson,1.0,6.0,6.0,,,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,1.0,,,0,1.0,,0,,0,,1.0
1216519,AB de Villiers,9.0,6.0,6.0,,2.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,Batsmen,9.0,,2.0,0,11.0,,0,,0,,11.0
1216519,AJ Finch,17.0,16.0,15.0,,1.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,Batsmen,17.0,,1.0,0,18.0,,0,,0,,18.0
1216519,Devdutt Padikkal,4.0,6.0,6.0,,,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,Batsmen,4.0,,,0,4.0,,0,,0,,4.0
1216519,I Udana,1.0,3.0,3.0,,,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,1.0,25.0,24.0,43.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,10.75,Bowler,1.0,,,0,1.0,25.0,-4,0.0,0,21.0,22.0
1216519,M Siraj,5.0,4.0,4.0,,1.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,2.0,26.0,25.0,34.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,8.16,Bowler,5.0,,1.0,0,6.0,50.0,0,0.0,0,50.0,56.0
1216519,MM Ali,12.0,13.0,13.0,,1.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,1.0,14.0,12.0,21.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,10.5,AllRounder,12.0,,1.0,0,13.0,25.0,-4,0.0,0,21.0,34.0
1216519,MP Stoinis,58.0,29.0,27.0,2.0,6.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,AllRounder,58.0,4.0,6.0,8,76.0,,0,,0,,76.0
1216519,NA Saini,12.0,12.0,12.0,,1.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,19.0,18.0,49.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,16.333333333333332,Bowler,12.0,,1.0,0,13.0,,-6,0.0,0,-6.0,7.0
1216519,PP Shaw,43.0,23.0,23.0,2.0,5.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,43.0,4.0,5.0,0,52.0,,0,,0,,52.0
1216519,RR Pant,41.0,26.0,25.0,1.0,3.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,41.0,2.0,3.0,0,46.0,,0,,0,,46.0
1216519,S Dhawan,32.0,28.0,28.0,,3.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,32.0,,3.0,0,35.0,,0,,0,,35.0
1216519,S Dube,12.0,12.0,12.0,1.0,,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,AllRounder,12.0,2.0,,0,14.0,,0,,0,,14.0
1216519,SO Hetmyer,11.0,7.0,7.0,1.0,,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,11.0,2.0,,0,13.0,,0,,0,,13.0
1216519,SS Iyer,11.0,13.0,13.0,,1.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,11.0,,1.0,0,12.0,,0,,0,,12.0
1216519,V Kohli,46.0,42.0,42.0,1.0,2.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,Batsmen,46.0,2.0,2.0,0,50.0,,0,,0,,50.0
1216519,Washington Sundar,17.0,11.0,11.0,,3.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,24.0,24.0,20.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,5.0,AllRounder,17.0,,3.0,0,20.0,,4,0.0,0,4.0,24.0
1216519,YS Chahal,2.0,1.0,1.0,,,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,18.0,18.0,29.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,9.666666666666666,Bowler,2.0,,,0,2.0,,-2,0.0,0,-2.0,0.0
1216527,GJ Maxwell,14.0,10.0,10.0,,2.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,,18.0,18.0,31.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,10.333333333333334,AllRounder,14.0,,2.0,0,16.0,,-4,0.0,0,-4.0,12.0
1216527,JC Archer,13.0,3.0,3.0,2.0,,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,25.0,25.0,46.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,11.04,AllRounder,13.0,4.0,,0,17.0,,-6,0.0,0,-6.0,11.0
1216527,JC Buttler,5.0,8.0,7.0,,,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,Batsmen,5.0,,,0,5.0,,0,,0,,5.0
1216527,KL Rahul,71.0,56.0,55.0,1.0,7.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,Batsmen,71.0,2.0,7.0,8,88.0,,0,,0,,88.0
1216527,MA Agarwal,112.0,53.0,53.0,7.0,10.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,Batsmen,112.0,14.0,10.0,24,160.0,,0,,0,,160.0
1216527,N Pooran,25.0,8.0,8.0,3.0,1.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,Batsmen,25.0,6.0,1.0,0,32.0,,0,,0,,32.0
1216527,R Parag,0.0,2.0,2.0,,,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1216527,R Tewatia,55.0,32.0,31.0,7.0,,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,6.0,6.0,19.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,19.0,AllRounder,55.0,14.0,,8,77.0,,-6,0.0,0,-6.0,71.0
1216527,RV Uthappa,9.0,4.0,4.0,,2.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,Batsmen,9.0,,2.0,0,11.0,,0,,0,,11.0
1216527,SPD Smith,52.0,29.0,27.0,2.0,7.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,Batsmen,52.0,4.0,7.0,8,71.0,,0,,0,,71.0
1216527,SV Samson,88.0,44.0,43.0,7.0,4.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,Batsmen,88.0,14.0,4.0,8,114.0,,0,,0,,114.0
1216527,TK Curran,4.0,1.0,1.0,,1.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,1.0,25.0,24.0,44.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,11.0,AllRounder,4.0,,1.0,0,5.0,25.0,-6,0.0,0,19.0,24.0
1216532,A Nortje,3.0,2.0,2.0,,,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,,24.0,24.0,41.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,10.25,Bowler,3.0,,,0,3.0,,-4,0.0,0,-4.0,-1.0
1216532,A Samad,13.0,7.0,7.0,1.0,1.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,13.0,2.0,1.0,0,16.0,,0,,0,,16.0
1216532,AR Patel,6.0,7.0,7.0,,,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,,13.0,12.0,14.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,7.0,Bowler,6.0,,,0,6.0,,0,0.0,0,0.0,6.0
1216532,Abhishek Sharma,1.0,1.0,1.0,,,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,,25.0,24.0,34.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,8.5,AllRounder,1.0,,,0,1.0,,0,0.0,0,0.0,1.0
1216532,DA Warner,45.0,33.0,33.0,2.0,3.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,45.0,4.0,3.0,0,52.0,,0,,0,,52.0
1216532,JM Bairstow,58.0,51.0,50.0,1.0,2.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,58.0,2.0,2.0,8,70.0,,0,,0,,70.0
1216532,K Rabada,15.0,7.0,7.0,1.0,1.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,2.0,24.0,24.0,23.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,5.75,Bowler,15.0,2.0,1.0,0,18.0,50.0,2,0.0,0,52.0,70.0
1216532,KS Williamson,42.0,26.0,26.0,,5.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,42.0,,5.0,0,47.0,,0,,0,,47.0
1216532,MK Pandey,3.0,5.0,5.0,,,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,3.0,,,0,3.0,,0,,0,,3.0
1216532,MP Stoinis,13.0,9.0,9.0,,1.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,,18.0,18.0,23.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,7.666666666666667,AllRounder,13.0,,1.0,0,14.0,,0,0.0,0,0.0,14.0
1216532,PP Shaw,2.0,5.0,5.0,,,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1216532,RR Pant,33.0,28.0,28.0,2.0,2.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,33.0,4.0,2.0,0,39.0,,0,,0,,39.0
1216532,S Dhawan,34.0,31.0,31.0,,4.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,34.0,,4.0,0,38.0,,0,,0,,38.0
1216532,SO Hetmyer,22.0,13.0,13.0,2.0,,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,22.0,4.0,,0,26.0,,0,,0,,26.0
